Province,Year,Month,MonthNum,Cases,Deaths
Kampot,2024,Sep,9,217,0
Kampot,2024,Oct,10,158,0
Kampot,2024,Nov,11,2,0
Kampot,2025,Jan,1,17,0
Kampot,2025,Feb,2,11,0
Kampot,2025,Mar,3,9,0
Kampot,2025,Apr,4,11,0
Kampot,2025,May,5,61,0
Kampot,2025,Jun,6,96,0
Kampot,2025,Jul,7,201,0
Kampot,2025,Aug,8,171,0
Kampot,2025,Sep,9,167,0
Kampot,2025,Oct,10,145,0
Kampot,2025,Nov,11,108,0
Kampot,2025,Dec,12,48,0
Kampot,2026,Jan,1,27,0
Kampot,2026,Feb,2,20,0
Kampot,2026,Mar,3,25,0
Kampot,2026,Apr,4,15,0
Kampot,2026,May,5,40,0
Kampot,2026,Jun,6,144,0
Kampot,2026,Jul,7,193,0
Kandal,2018,Jan,1,42,0
Kandal,2018,Feb,2,39,0
Kandal,2018,Mar,3,54,0
Kandal,2018,Apr,4,67,0
Kandal,2018,May,5,121,0
Kandal,2018,Jun,6,293,0
Kandal,2018,Jul,7,570,3
Kandal,2018,Aug,8,642,0
Kandal,2018,Sep,9,479,0
Kandal,2018,Oct,10,397,0
Kandal,2018,Nov,11,443,0
Kandal,2018,Dec,12,338,0
Kandal,2019,Jan,1,317,1
Kandal,2019,Feb,2,177,0
Kandal,2019,Mar,3,195,1
Kandal,2019,Apr,4,228,0
Kandal,2019,May,5,432,0
Kandal,2019,Jun,6,959,1
Kandal,2019,Jul,7,1347,3
Kandal,2019,Aug,8,1085,3
Kandal,2019,Sep,9,575,2
Kandal,2019,Oct,10,506,0
Kandal,2019,Nov,11,327,0
Kandal,2019,Dec,12,160,0
Kandal,2020,Jan,1,121,0
Kandal,2020,Feb,2,79,0
Kandal,2020,Mar,3,53,0
Kandal,2020,Apr,4,37,0
Kandal,2020,May,5,82,0
Kandal,2020,Jun,6,80,0
Kandal,2020,Jul,7,135,0
Kandal,2020,Aug,8,204,1
Kandal,2020,Sep,9,181,2
Kandal,2020,Oct,10,136,1
Kandal,2020,Nov,11,96,0
Kandal,2020,Dec,12,76,0
Kandal,2021,Jan,1,26,0
Kandal,2021,Feb,2,19,0
Kandal,2021,Mar,3,15,0
Kandal,2021,Apr,4,12,0
Kandal,2021,May,5,4,0
Kandal,2021,Jun,6,19,0
Kandal,2021,Jul,7,15,0
Kandal,2021,Aug,8,24,0
Kandal,2021,Sep,9,30,0
Kandal,2021,Oct,10,22,0
Kandal,2021,Nov,11,39,0
Kandal,2021,Dec,12,30,0
Kandal,2022,Jan,1,32,0
Kandal,2022,Feb,2,14,0
Kandal,2022,Mar,3,26,0
Kandal,2022,Apr,4,45,0
Kandal,2022,May,5,157,1
Kandal,2022,Jun,6,321,1
Kandal,2022,Jul,7,300,1
Kandal,2022,Aug,8,319,0
Kandal,2022,Sep,9,243,0
Kandal,2022,Oct,10,290,0
Kandal,2022,Nov,11,260,1
Kandal,2022,Dec,12,199,2
Kandal,2023,Jan,1,121,0
Kandal,2023,Feb,2,80,1
Kandal,2023,Mar,3,128,0
Kandal,2023,Apr,4,145,0
Kandal,2023,May,5,176,1
Kandal,2023,Jun,6,409,1
Kandal,2023,Jul,7,515,1
Kandal,2023,Aug,8,583,0
Kandal,2023,Sep,9,417,1
Kandal,2023,Oct,10,418,0
Kandal,2023,Nov,11,444,1
Kandal,2023,Dec,12,422,4
Kandal,2024,Jan,1,341,1
Kandal,2024,Feb,2,172,0
Kandal,2024,Mar,3,119,1
Kandal,2024,Apr,4,46,0
Kandal,2024,May,5,38,0
Kandal,2024,Jun,6,44,0
Kandal,2024,Jul,7,123,0
Kandal,2024,Aug,8,102,0
Kandal,2024,Sep,9,72,0
Kandal,2024,Oct,10,74,0
Kandal,2025,Jan,1,45,0
Kandal,2025,Feb,2,46,0
Kandal,2025,Mar,3,64,0
Kandal,2025,Apr,4,83,0
Kandal,2025,May,5,225,0
Kandal,2025,Jun,6,518,0
Kandal,2025,Jul,7,969,1
Kandal,2025,Aug,8,883,0
Kandal,2025,Sep,9,714,1
Kandal,2025,Oct,10,790,0
Kandal,2025,Nov,11,600,1
Kandal,2025,Dec,12,362,1
Kandal,2026,Jan,1,414,1
Kandal,2026,Feb,2,193,0
Kandal,2026,Mar,3,342,0
Kandal,2026,Apr,4,449,1
Kandal,2026,May,5,562,2
Kandal,2026,Jun,6,1592,2
Kandal,2026,Jul,7,2563,8
Kep,2018,Feb,2,1,0
Kep,2018,Mar,3,2,0
Kep,2018,Apr,4,2,0
Kep,2018,May,5,7,0
Kep,2018,Jun,6,6,0
Kep,2018,Jul,7,5,0
Kep,2018,Aug,8,2,0
Kep,2018,Sep,9,3,0
Kep,2018,Oct,10,2,0
Kep,2018,Dec,12,1,0
Kep,2019,Jan,1,3,0
Kep,2019,Feb,2,19,0
Kep,2019,Mar,3,9,0
Kep,2019,Apr,4,6,0
Kep,2019,May,5,4,0
Kep,2019,Jun,6,35,0
Kep,2019,Jul,7,123,0
Kep,2019,Aug,8,19,0
Kep,2019,Sep,9,7,0
Kep,2019,Oct,10,2,0
Kep,2019,Nov,11,3,0
Kep,2020,Jun,6,1,0
Kep,2020,Jul,7,3,0
Kep,2020,Aug,8,6,0
Kep,2020,Sep,9,2,0
Kep,2020,Nov,11,2,0
Kep,2022,Sep,9,1,0
Kep,2022,Oct,10,2,0
Kep,2022,Nov,11,1,0
Kep,2023,Apr,4,2,0
Kep,2023,Aug,8,3,0
Kep,2023,Sep,9,8,0
Kep,2023,Oct,10,10,0
Kep,2023,Nov,11,9,0
Kep,2023,Dec,12,1,0
Kep,2024,Jan,1,2,0
Kep,2024,Feb,2,1,0
Kep,2024,Mar,3,1,0
Kep,2024,May,5,1,0
Kep,2024,Jun,6,11,0
Kep,2024,Jul,7,11,0
Kep,2024,Aug,8,28,0
Kep,2024,Sep,9,16,0
Kep,2024,Oct,10,20,0
Kep,2025,Jan,1,4,0
Kep,2025,Feb,2,6,0
Kep,2025,Mar,3,4,0
Kep,2025,Apr,4,4,0
Kep,2025,May,5,23,0
Kep,2025,Jun,6,35,0
Kep,2025,Jul,7,41,0
Kep,2025,Aug,8,44,0
Kep,2025,Sep,9,31,0
Kep,2025,Oct,10,24,0
Kep,2025,Nov,11,24,0
Kep,2025,Dec,12,1,0
Kep,2026,Jan,1,15,0
Kep,2026,Feb,2,5,0
Kep,2026,Mar,3,3,0
Kep,2026,Apr,4,10,0
Kep,2026,May,5,36,0
Kep,2026,Jun,6,60,0
Kep,2026,Jul,7,45,0
Koh Kong,2018,Feb,2,4,0
Koh Kong,2018,Apr,4,4,0
Koh Kong,2018,May,5,9,0
Koh Kong,2018,Jun,6,5,0
Koh Kong,2018,Jul,7,6,0
Koh Kong,2018,Aug,8,7,0
Koh Kong,2018,Sep,9,3,0
Koh Kong,2018,Oct,10,4,0
Koh Kong,2018,Nov,11,3,0
Koh Kong,2018,Dec,12,6,0
Koh Kong,2019,Jan,1,7,0
Koh Kong,2019,Feb,2,13,0
Koh Kong,2019,Mar,3,27,0
Koh Kong,2019,Apr,4,28,0
Koh Kong,2019,May,5,66,0
Koh Kong,2019,Jun,6,70,0
Koh Kong,2019,Jul,7,108,1
Koh Kong,2019,Aug,8,34,0
Koh Kong,2019,Sep,9,14,0
Koh Kong,2019,Oct,10,6,0
Koh Kong,2019,Nov,11,7,0
Koh Kong,2019,Dec,12,12,0
Koh Kong,2020,Jan,1,5,0
Koh Kong,2020,Feb,2,8,0
Koh Kong,2020,Mar,3,2,0
Koh Kong,2020,Apr,4,3,0
Koh Kong,2020,May,5,7,0
Koh Kong,2020,Jun,6,7,0
Koh Kong,2020,Jul,7,5,0
Koh Kong,2020,Aug,8,7,0
Koh Kong,2020,Sep,9,12,0
Koh Kong,2020,Oct,10,7,0
Koh Kong,2020,Nov,11,13,0
Koh Kong,2020,Dec,12,10,0
Koh Kong,2021,Jan,1,1,0
Koh Kong,2021,Oct,10,1,0
Koh Kong,2021,Dec,12,1,0
Koh Kong,2022,Jan,1,1,0
Koh Kong,2022,Apr,4,2,0
Koh Kong,2022,May,5,1,0
Koh Kong,2022,Jun,6,3,0
Koh Kong,2022,Jul,7,4,0
Koh Kong,2022,Aug,8,1,0
Koh Kong,2022,Oct,10,1,0
Koh Kong,2022,Nov,11,4,0
Koh Kong,2022,Dec,12,2,0
Koh Kong,2023,May,5,1,0
Koh Kong,2023,Jun,6,11,0
Koh Kong,2023,Jul,7,3,0
Koh Kong,2023,Aug,8,5,0
Koh Kong,2023,Sep,9,3,0
Koh Kong,2023,Oct,10,12,0
Koh Kong,2023,Nov,11,6,1
Koh Kong,2023,Dec,12,10,0
Koh Kong,2024,Jan,1,14,0
Koh Kong,2024,Feb,2,10,0
Koh Kong,2024,Mar,3,13,0
Koh Kong,2024,Apr,4,17,0
Koh Kong,2024,May,5,37,1
Koh Kong,2024,Jun,6,43,0
Koh Kong,2024,Jul,7,51,1
Koh Kong,2024,Aug,8,30,0
Koh Kong,2024,Sep,9,25,0
Koh Kong,2024,Oct,10,22,0
Koh Kong,2025,Jan,1,12,0
Koh Kong,2025,Feb,2,9,0
Koh Kong,2025,Mar,3,10,0
Koh Kong,2025,Apr,4,14,0
Koh Kong,2025,May,5,28,0
Koh Kong,2025,Jun,6,53,0
Koh Kong,2025,Jul,7,81,0
Koh Kong,2025,Aug,8,68,0
Koh Kong,2025,Sep,9,30,0
Koh Kong,2025,Oct,10,57,0
Koh Kong,2025,Nov,11,49,0
Koh Kong,2025,Dec,12,12,0
Koh Kong,2026,Jan,1,12,0
Koh Kong,2026,Feb,2,4,0
Koh Kong,2026,Mar,3,9,0
Koh Kong,2026,Apr,4,33,0
Koh Kong,2026,May,5,75,0
Koh Kong,2026,Jun,6,221,1
Koh Kong,2026,Jul,7,253,1
Kratie,2018,Jan,1,3,0
Kratie,2018,Mar,3,2,1
Kratie,2018,Apr,4,21,1
Kratie,2018,May,5,44,1
Kratie,2018,Jun,6,44,0
Kratie,2018,Jul,7,60,0
Kratie,2018,Aug,8,48,0
Kratie,2018,Sep,9,29,0
Kratie,2018,Oct,10,11,0
Kratie,2018,Nov,11,9,0
Kratie,2018,Dec,12,13,0
Kratie,2019,Jan,1,18,0
Kratie,2019,Feb,2,50,1
Kratie,2019,Mar,3,50,0
Kratie,2019,Apr,4,59,1
Kratie,2019,May,5,92,1
Kratie,2019,Jun,6,83,0
Kratie,2019,Jul,7,82,0
Kratie,2019,Aug,8,36,0
Kratie,2019,Sep,9,17,0
Kratie,2019,Oct,10,4,0
Kratie,2019,Nov,11,3,0
Kratie,2019,Dec,12,1,0
Kratie,2020,Jan,1,8,0
Kratie,2020,Feb,2,4,0
Kratie,2020,Mar,3,9,0
Kratie,2020,Apr,4,4,0
Kratie,2020,May,5,9,0
Kratie,2020,Jun,6,13,0
Kratie,2020,Jul,7,29,0
Kratie,2020,Aug,8,29,0
Kratie,2020,Sep,9,21,1
Kratie,2020,Oct,10,19,0
Kratie,2020,Nov,11,1,0
Kratie,2020,Dec,12,2,0
Kratie,2021,Jan,1,2,0
Kratie,2021,Mar,3,3,0
Kratie,2021,Apr,4,1,0
Kratie,2021,May,5,6,0
Kratie,2021,Jun,6,10,0
Kratie,2021,Jul,7,8,0
Kratie,2021,Aug,8,6,1
Kratie,2021,Sep,9,1,0
Kratie,2021,Oct,10,5,0
Kratie,2021,Nov,11,1,0
Kratie,2021,Dec,12,2,0
Kratie,2022,Jan,1,5,0
Kratie,2022,Feb,2,2,0
Kratie,2022,Mar,3,3,0
Kratie,2022,Apr,4,3,0
Kratie,2022,May,5,8,0
Kratie,2022,Jun,6,11,0
Kratie,2022,Jul,7,21,0
Kratie,2022,Aug,8,12,0
Kratie,2022,Sep,9,16,0
Kratie,2022,Oct,10,11,0
Kratie,2022,Nov,11,11,0
Kratie,2022,Dec,12,11,0
Kratie,2023,Jan,1,5,0
Kratie,2023,Feb,2,6,0
Kratie,2023,Mar,3,8,0
Kratie,2023,Apr,4,13,0
Kratie,2023,May,5,22,0
Kratie,2023,Jun,6,88,1
Kratie,2023,Jul,7,140,1
Kratie,2023,Aug,8,135,0
Kratie,2023,Sep,9,89,0
Kratie,2023,Oct,10,64,0
Kratie,2023,Nov,11,69,0
Kratie,2023,Dec,12,52,0
Kratie,2024,Jan,1,99,1
Kratie,2024,Feb,2,66,0
Kratie,2024,Mar,3,88,0
Kratie,2024,Apr,4,41,1
Kratie,2024,May,5,27,0
Kratie,2024,Jun,6,76,0
Kratie,2024,Jul,7,158,1
Kratie,2024,Aug,8,298,2
Kratie,2024,Sep,9,123,0
Kratie,2024,Oct,10,114,0
Kratie,2024,Nov,11,2,0
Kratie,2025,Jan,1,25,0
Kratie,2025,Feb,2,25,0
Kratie,2025,Mar,3,61,0
Kratie,2025,Apr,4,62,0
Kratie,2025,May,5,158,0
Kratie,2025,Jun,6,309,2
Kratie,2025,Jul,7,426,3
Kratie,2025,Aug,8,413,0
Kratie,2025,Sep,9,153,0
Kratie,2025,Oct,10,131,1
Kratie,2025,Nov,11,130,0
Kratie,2025,Dec,12,34,0
Kratie,2026,Jan,1,29,0
Kratie,2026,Feb,2,8,0
Kratie,2026,Mar,3,15,0
Kratie,2026,Apr,4,20,0
Kratie,2026,May,5,63,1
Kratie,2026,Jun,6,382,2
Kratie,2026,Jul,7,594,0
Mondul Kiri,2018,Jun,6,5,0
Mondul Kiri,2018,Aug,8,9,0
Mondul Kiri,2018,Sep,9,3,0
Mondul Kiri,2018,Oct,10,2,0
Mondul Kiri,2018,Nov,11,1,0
Mondul Kiri,2018,Dec,12,2,0
Mondul Kiri,2019,Jan,1,1,0
Mondul Kiri,2019,Feb,2,8,0
Mondul Kiri,2019,Mar,3,2,0
Mondul Kiri,2019,Apr,4,6,0
Mondul Kiri,2019,May,5,247,0
Mondul Kiri,2019,Jun,6,448,0
Mondul Kiri,2019,Jul,7,407,0
Mondul Kiri,2019,Aug,8,95,1
Mondul Kiri,2019,Sep,9,24,0
Mondul Kiri,2019,Oct,10,12,0
Mondul Kiri,2019,Nov,11,8,0
Mondul Kiri,2020,Jan,1,1,0
Mondul Kiri,2020,Mar,3,1,0
Mondul Kiri,2020,Jul,7,3,1
Mondul Kiri,2020,Aug,8,1,0
Mondul Kiri,2020,Oct,10,1,0
Mondul Kiri,2021,Jun,6,1,0
Mondul Kiri,2021,Aug,8,2,0
Mondul Kiri,2021,Dec,12,1,0
Mondul Kiri,2022,May,5,2,0
Mondul Kiri,2022,Jun,6,1,0
Mondul Kiri,2022,Jul,7,3,0
Mondul Kiri,2022,Aug,8,1,0
Mondul Kiri,2022,Sep,9,1,0
Mondul Kiri,2022,Oct,10,4,0
Mondul Kiri,2022,Nov,11,2,0
Mondul Kiri,2023,Jan,1,1,0
Mondul Kiri,2023,May,5,8,0
Mondul Kiri,2023,Jun,6,16,0
Mondul Kiri,2023,Jul,7,19,0
Mondul Kiri,2023,Aug,8,30,1
Mondul Kiri,2023,Sep,9,60,0
Mondul Kiri,2023,Oct,10,45,0
Mondul Kiri,2023,Nov,11,9,0
Mondul Kiri,2023,Dec,12,11,0
Mondul Kiri,2024,Jan,1,3,0
Mondul Kiri,2024,Mar,3,3,0
Mondul Kiri,2024,May,5,41,0
Mondul Kiri,2024,Jun,6,121,0
Mondul Kiri,2024,Jul,7,200,0
Mondul Kiri,2024,Aug,8,127,0
Mondul Kiri,2024,Sep,9,60,0
Mondul Kiri,2024,Oct,10,21,0
Mondul Kiri,2025,Jan,1,2,0
Mondul Kiri,2025,Mar,3,2,0
Mondul Kiri,2025,Apr,4,5,0
Mondul Kiri,2025,May,5,15,0
Mondul Kiri,2025,Jun,6,47,0
Mondul Kiri,2025,Jul,7,69,0
Mondul Kiri,2025,Aug,8,55,0
Mondul Kiri,2025,Sep,9,34,0
Mondul Kiri,2025,Oct,10,48,0
Mondul Kiri,2025,Nov,11,11,0
Mondul Kiri,2025,Dec,12,9,0
Mondul Kiri,2026,Jan,1,6,0
Mondul Kiri,2026,Feb,2,0,0
Mondul Kiri,2026,Mar,3,2,0
Mondul Kiri,2026,Apr,4,7,0
Mondul Kiri,2026,May,5,116,0
Mondul Kiri,2026,Jun,6,383,0
Mondul Kiri,2026,Jul,7,423,0
Otdar Meanchey,2018,Feb,2,2,0
Otdar Meanchey,2018,Mar,3,5,0
Otdar Meanchey,2018,Apr,4,11,0
Otdar Meanchey,2018,May,5,33,0
Otdar Meanchey,2018,Jun,6,78,0
Otdar Meanchey,2018,Jul,7,95,0
Otdar Meanchey,2018,Aug,8,69,0
Otdar Meanchey,2018,Sep,9,28,0
Otdar Meanchey,2018,Oct,10,31,0
Otdar Meanchey,2018,Nov,11,33,0
Otdar Meanchey,2018,Dec,12,31,0
Otdar Meanchey,2019,Jan,1,33,0
Otdar Meanchey,2019,Feb,2,46,0
Otdar Meanchey,2019,Mar,3,90,0
Otdar Meanchey,2019,Apr,4,110,0
Otdar Meanchey,2019,May,5,201,0
Otdar Meanchey,2019,Jun,6,519,0
Otdar Meanchey,2019,Jul,7,695,0
Otdar Meanchey,2019,Aug,8,369,0
Otdar Meanchey,2019,Sep,9,139,1
Otdar Meanchey,2019,Oct,10,76,0
Otdar Meanchey,2019,Nov,11,22,0
Otdar Meanchey,2019,Dec,12,5,0
Otdar Meanchey,2020,Jan,1,2,0
Otdar Meanchey,2020,Feb,2,1,0
Otdar Meanchey,2020,Mar,3,1,0
Otdar Meanchey,2020,May,5,5,0
Otdar Meanchey,2020,Jun,6,5,0
Otdar Meanchey,2020,Jul,7,27,0
Otdar Meanchey,2020,Aug,8,31,0
Otdar Meanchey,2020,Sep,9,11,0
Otdar Meanchey,2020,Oct,10,7,0
Otdar Meanchey,2020,Nov,11,3,0
Otdar Meanchey,2020,Dec,12,1,0
Otdar Meanchey,2021,Jun,6,2,0
Otdar Meanchey,2022,Feb,2,1,0
Otdar Meanchey,2022,May,5,1,0
Otdar Meanchey,2022,Jun,6,20,0
Otdar Meanchey,2022,Jul,7,24,0
Otdar Meanchey,2022,Aug,8,22,0
Otdar Meanchey,2022,Sep,9,11,0
Otdar Meanchey,2022,Oct,10,9,0
Otdar Meanchey,2022,Nov,11,10,0
Otdar Meanchey,2022,Dec,12,8,0
Otdar Meanchey,2023,Jan,1,3,0
Otdar Meanchey,2023,Feb,2,2,0
Otdar Meanchey,2023,Mar,3,2,0
Otdar Meanchey,2023,Apr,4,1,0
Otdar Meanchey,2023,May,5,6,0
Otdar Meanchey,2023,Jun,6,18,0
Otdar Meanchey,2023,Jul,7,46,0
Otdar Meanchey,2023,Aug,8,79,0
Otdar Meanchey,2023,Sep,9,75,0
Otdar Meanchey,2023,Oct,10,43,0
Otdar Meanchey,2023,Nov,11,33,1
Otdar Meanchey,2023,Dec,12,39,0
Otdar Meanchey,2024,Jan,1,62,0
Otdar Meanchey,2024,Feb,2,48,0
Otdar Meanchey,2024,Mar,3,56,0
Otdar Meanchey,2024,Apr,4,27,1
Otdar Meanchey,2024,May,5,3,0
Otdar Meanchey,2024,Jun,6,7,0
Otdar Meanchey,2024,Jul,7,13,0
Otdar Meanchey,2024,Aug,8,74,1
Otdar Meanchey,2024,Sep,9,99,0
Otdar Meanchey,2024,Oct,10,67,0
Otdar Meanchey,2024,Nov,11,1,0
Otdar Meanchey,2025,Jan,1,11,0
Otdar Meanchey,2025,Feb,2,8,0
Otdar Meanchey,2025,Mar,3,11,0
Otdar Meanchey,2025,Apr,4,23,0
Otdar Meanchey,2025,May,5,149,0
Otdar Meanchey,2025,Jun,6,379,0
Otdar Meanchey,2025,Jul,7,587,0
Otdar Meanchey,2025,Aug,8,282,0
Otdar Meanchey,2025,Sep,9,133,1
Otdar Meanchey,2025,Oct,10,108,0
Otdar Meanchey,2025,Nov,11,39,0
Otdar Meanchey,2025,Dec,12,7,0
Otdar Meanchey,2026,Jan,1,20,0
Otdar Meanchey,2026,Feb,2,2,0
Otdar Meanchey,2026,Mar,3,3,0
Otdar Meanchey,2026,Apr,4,2,0
Otdar Meanchey,2026,May,5,16,0
Otdar Meanchey,2026,Jun,6,88,0
Otdar Meanchey,2026,Jul,7,152,0
Pailin,2018,May,5,1,0
Pailin,2018,Jun,6,11,0
Pailin,2018,Jul,7,15,0
Pailin,2018,Aug,8,16,0
Pailin,2018,Sep,9,7,0
Pailin,2018,Oct,10,6,0
Pailin,2018,Nov,11,24,0
Pailin,2018,Dec,12,6,0
Pailin,2019,Jan,1,20,0
Pailin,2019,Feb,2,13,0
Pailin,2019,Mar,3,14,0
Pailin,2019,Apr,4,22,1
Pailin,2019,May,5,120,0
Pailin,2019,Jun,6,78,0
Pailin,2019,Jul,7,125,0
Pailin,2019,Aug,8,55,0
Pailin,2019,Sep,9,15,0
Pailin,2019,Oct,10,37,0
Pailin,2019,Nov,11,23,0
Pailin,2019,Dec,12,9,0
Pailin,2020,Jan,1,7,0
Pailin,2020,Feb,2,6,0
Pailin,2020,Mar,3,4,0
Pailin,2020,Apr,4,5,0
Pailin,2020,May,5,3,0
Pailin,2020,Jun,6,8,0
Pailin,2020,Jul,7,21,0
Pailin,2020,Aug,8,9,0
Pailin,2020,Sep,9,7,0
Pailin,2020,Oct,10,5,0
Pailin,2020,Nov,11,3,0
Pailin,2020,Dec,12,1,0
Pailin,2021,Sep,9,1,0
Pailin,2021,Dec,12,1,0
Pailin,2022,Jun,6,1,0
Pailin,2022,Aug,8,6,0
Pailin,2022,Sep,9,1,0
Pailin,2023,Jan,1,1,0
Pailin,2023,Mar,3,1,0
Pailin,2023,May,5,5,0
Pailin,2023,Jun,6,16,0
Pailin,2023,Jul,7,39,1
Pailin,2023,Aug,8,53,0
Pailin,2023,Sep,9,72,0
Pailin,2023,Oct,10,60,0
Pailin,2023,Nov,11,43,0
Pailin,2023,Dec,12,37,1
Pailin,2024,Jan,1,25,0
Pailin,2024,Feb,2,13,0
Pailin,2024,Mar,3,4,0
Pailin,2024,Apr,4,8,1
Pailin,2024,May,5,3,0
Pailin,2024,Jun,6,8,0
Pailin,2024,Jul,7,10,0
Pailin,2024,Aug,8,32,0
Pailin,2024,Sep,9,27,0
Pailin,2024,Oct,10,54,0
Pailin,2025,Jan,1,15,0
Pailin,2025,Feb,2,1,0
Pailin,2025,Apr,4,2,0
Pailin,2025,May,5,6,0
Pailin,2025,Jun,6,20,0
Pailin,2025,Jul,7,15,0
Pailin,2025,Aug,8,17,0
Pailin,2025,Sep,9,45,0
Pailin,2025,Oct,10,30,0
Pailin,2025,Nov,11,35,0
Pailin,2025,Dec,12,7,0
Pailin,2026,Jan,1,21,0
Pailin,2026,Feb,2,4,0
Pailin,2026,Mar,3,0,0
Pailin,2026,Apr,4,0,0
Pailin,2026,May,5,2,0
Pailin,2026,Jun,6,13,0
Pailin,2026,Jul,7,72,0
Phnom Penh,2018,Jan,1,283,1
Phnom Penh,2018,Feb,2,165,1
Phnom Penh,2018,Mar,3,174,0
Phnom Penh,2018,Apr,4,168,0
Phnom Penh,2018,May,5,247,1
Phnom Penh,2018,Jun,6,664,0
Phnom Penh,2018,Jul,7,1308,2
Phnom Penh,2018,Aug,8,1447,0
Phnom Penh,2018,Sep,9,1201,0
Phnom Penh,2018,Oct,10,1260,0
Phnom Penh,2018,Nov,11,1409,1
Phnom Penh,2018,Dec,12,1115,0
Phnom Penh,2019,Jan,1,737,0
Phnom Penh,2019,Feb,2,375,1
Phnom Penh,2019,Mar,3,267,0
Phnom Penh,2019,Apr,4,251,0
Phnom Penh,2019,May,5,467,1
Phnom Penh,2019,Jun,6,1325,1
Phnom Penh,2019,Jul,7,1588,4
Phnom Penh,2019,Aug,8,1270,3
Phnom Penh,2019,Sep,9,836,0
Phnom Penh,2019,Oct,10,910,0
Phnom Penh,2019,Nov,11,806,0
Phnom Penh,2019,Dec,12,465,1
Phnom Penh,2020,Jan,1,374,0
Phnom Penh,2020,Feb,2,133,0
Phnom Penh,2020,Mar,3,84,0
Phnom Penh,2020,Apr,4,44,0
Phnom Penh,2020,May,5,66,0
Phnom Penh,2020,Jun,6,65,0
Phnom Penh,2020,Jul,7,176,0
Phnom Penh,2020,Aug,8,338,0
Phnom Penh,2020,Sep,9,349,1
Phnom Penh,2020,Oct,10,317,0
Phnom Penh,2020,Nov,11,342,0
Phnom Penh,2020,Dec,12,277,0
Phnom Penh,2021,Jan,1,109,0
Phnom Penh,2021,Feb,2,54,0
Phnom Penh,2021,Mar,3,55,0
Phnom Penh,2021,Apr,4,32,0
Phnom Penh,2021,May,5,25,0
Phnom Penh,2021,Jun,6,31,0
Phnom Penh,2021,Jul,7,18,0
Phnom Penh,2021,Aug,8,40,0
Phnom Penh,2021,Sep,9,70,0
Phnom Penh,2021,Oct,10,70,0
Phnom Penh,2021,Nov,11,86,0
Phnom Penh,2021,Dec,12,94,0
Phnom Penh,2022,Jan,1,75,0
Phnom Penh,2022,Feb,2,39,0
Phnom Penh,2022,Mar,3,57,0
Phnom Penh,2022,Apr,4,29,0
Phnom Penh,2022,May,5,81,0
Phnom Penh,2022,Jun,6,142,0
Phnom Penh,2022,Jul,7,227,0
Phnom Penh,2022,Aug,8,277,0
Phnom Penh,2022,Sep,9,362,0
Phnom Penh,2022,Oct,10,510,1
Phnom Penh,2022,Nov,11,413,0
Phnom Penh,2022,Dec,12,290,0
Phnom Penh,2023,Jan,1,173,0
Phnom Penh,2023,Feb,2,114,0
Phnom Penh,2023,Mar,3,117,0
Phnom Penh,2023,Apr,4,145,0
Phnom Penh,2023,May,5,219,0
Phnom Penh,2023,Jun,6,403,0
Phnom Penh,2023,Jul,7,408,2
Phnom Penh,2023,Aug,8,455,0
Phnom Penh,2023,Sep,9,424,0
Phnom Penh,2023,Oct,10,543,2
Phnom Penh,2023,Nov,11,841,2
Phnom Penh,2023,Dec,12,827,3
Phnom Penh,2024,Jan,1,571,0
Phnom Penh,2024,Feb,2,310,0
Phnom Penh,2024,Mar,3,178,0
Phnom Penh,2024,Apr,4,105,0
Phnom Penh,2024,May,5,83,0
Phnom Penh,2024,Jun,6,115,0
Phnom Penh,2024,Jul,7,261,0
Phnom Penh,2024,Aug,8,228,0
Phnom Penh,2024,Sep,9,195,0
Phnom Penh,2024,Oct,10,201,0
Phnom Penh,2024,Nov,11,1,0
Phnom Penh,2025,Jan,1,145,1
Phnom Penh,2025,Feb,2,93,0
Phnom Penh,2025,Mar,3,129,0
Phnom Penh,2025,Apr,4,110,0
Phnom Penh,2025,May,5,254,0
Phnom Penh,2025,Jun,6,467,2
Phnom Penh,2025,Jul,7,1192,1
Phnom Penh,2025,Aug,8,1438,2
Phnom Penh,2025,Sep,9,1479,0
Phnom Penh,2025,Oct,10,1816,1
Phnom Penh,2025,Nov,11,1905,1
Phnom Penh,2025,Dec,12,1081,3
Phnom Penh,2026,Jan,1,984,0
Phnom Penh,2026,Feb,2,343,0
Phnom Penh,2026,Mar,3,246,0
Phnom Penh,2026,Apr,4,252,0
Phnom Penh,2026,May,5,253,0
Phnom Penh,2026,Jun,6,490,0
Phnom Penh,2026,Jul,7,938,2
Preah Sihanouk,2018,Jan,1,7,0
Preah Sihanouk,2018,Feb,2,11,0
Preah Sihanouk,2018,Mar,3,7,0
Preah Sihanouk,2018,Apr,4,6,0
Preah Sihanouk,2018,May,5,20,0
Preah Sihanouk,2018,Jun,6,13,0
Preah Sihanouk,2018,Jul,7,19,0
Preah Sihanouk,2018,Aug,8,24,0
Preah Sihanouk,2018,Sep,9,14,0
Preah Sihanouk,2018,Oct,10,21,0
Preah Sihanouk,2018,Nov,11,30,0
Preah Sihanouk,2018,Dec,12,31,0
Preah Sihanouk,2019,Jan,1,87,1
Preah Sihanouk,2019,Feb,2,106,0
Preah Sihanouk,2019,Mar,3,71,1
Preah Sihanouk,2019,Apr,4,89,1
Preah Sihanouk,2019,May,5,200,0
